id,denominacion_social_real,tipo_entidad,region_sede,cartera_estimada_mxn,tier_pricing_objetivo,competidor_actual,puntos_dolor_clave,estatus_funnel_mes1,contacto_target_role,prioridad_score
1004,"Furaha, S.A. de C.V., SOFOM, E.N.R.",SOFOM ENR / Arrendadora,"Mérida, YUC","$75,000,000 MXN",Tier Startup ($20k/m),Excel + Software Contable,"Implementación lenta de competencia, cobro extra de conectores PLD/Buró",Sin Contactar (Outbound Cadence Día 1),CEO / Director General / Director de Operaciones,Media (85)
1005,"Futurando, S.A.P.I. de C.V., SOFOM, E.N.R.",SOFOM ENR / Arrendadora,"Puebla, PUE","$85,000,000 MXN",Tier Mid-Market ($42k/m),Mambu (Sin PLD Nativo),"Implementación lenta de competencia, cobro extra de conectores PLD/Buró",Sin Contactar (Outbound Cadence Día 1),CEO / Director General / Director de Operaciones,Media (85)
1006,"Futurate, S.A. de C.V., SOFOM, E.N.R.",SOFOM ENR / Arrendadora,"Chihuahua, CHIH","$95,000,000 MXN",Tier Multi-producto ($83k/m),Softcrédito,"Implementación lenta de competencia, cobro extra de conectores PLD/Buró",Sin Contactar (Outbound Cadence Día 1),CEO / Director General / Director de Operaciones,Media (85)
1007,"Futuro ABC, S.A.P.I. de C.V., SOFOM, E.N.R",SOFOM ENR / Arrendadora,"Tijuana, BCN","$105,000,000 MXN",Tier Enterprise ($200k/m),Ascendes,"Implementación lenta de competencia, cobro extra de conectores PLD/Buró",Sin Contactar (Outbound Cadence Día 1),CEO / Director General / Director de Operaciones,Media (85)
1008,"Futuro Exponencial, S.A.P.I., SOFOM, E.N.R.",SOFOM ENR / Arrendadora,CDMX,"$115,000,000 MXN",Tier Startup ($20k/m),DynamiCore,"Implementación lenta de competencia, cobro extra de conectores PLD/Buró",Sin Contactar (Outbound Cadence Día 1),CEO / Director General / Director de Operaciones,Media (85)
1009,"Futuro Pyme, S.A. de C.V., SOFOM, E.N.R.",SOFOM ENR / Arrendadora,"Monterrey, NL","$125,000,000 MXN",Tier Mid-Market ($42k/m),Sistema Legado In-House,"Implementación lenta de competencia, cobro extra de conectores PLD/Buró",Sin Contactar (Outbound Cadence Día 1),CEO / Director General / Director de Operaciones,Media (85)
1010,"G 308 Estrategia y Soluciones, S.A. de C.V., SOFOM, E.N.R.",SOFOM ENR / Arrendadora,"Guadalajara, JAL","$135,000,000 MXN",Tier Multi-producto ($83k/m),Excel + Software Contable,"Implementación lenta de competencia, cobro extra de conectores PLD/Buró",Sin Contactar (Outbound Cadence Día 1),CEO / Director General / Director de Operaciones,Media (85)
1011,"G.F. Arco, S.A. de C.V., SOFOM, E.N.R.",SOFOM ENR / Arrendadora,"Querétaro, QRO","$145,000,000 MXN",Tier Enterprise ($200k/m),Mambu (Sin PLD Nativo),"Implementación lenta de competencia, cobro extra de conectores PLD/Buró",Sin Contactar (Outbound Cadence Día 1),CEO / Director General / Director de Operaciones,Media (85)
1012,"GA Soluciones Financieras, S.A. de C.V., SOFOM, E.N.R.",SOFOM ENR / Arrendadora,"León, GTO","$155,000,000 MXN",Tier Startup ($20k/m),Softcrédito,"Implementación lenta de competencia, cobro extra de conectores PLD/Buró",Sin Contactar (Outbound Cadence Día 1),CEO / Director General / Director de Operaciones,Media (85)
1013,"GB Agrostar, S.A. de C.V., SOFOM, E.N.R.",SOFOM ENR / Arrendadora,"Mérida, YUC","$165,000,000 MXN",Tier Mid-Market ($42k/m),Ascendes,"Implementación lenta de competencia, cobro extra de conectores PLD/Buró",Sin Contactar (Outbound Cadence Día 1),CEO / Director General / Director de Operaciones,Media (85)
1014,"GB Plus, S.A. de C.V., SOFOM, E.N.R.",SOFOM ENR / Arrendadora,"Puebla, PUE","$175,000,000 MXN",Tier Multi-producto ($83k/m),DynamiCore,"Implementación lenta de competencia, cobro extra de conectores PLD/Buró",Sin Contactar (Outbound Cadence Día 1),CEO / Director General / Director de Operaciones,Media (85)
1015,"GBN Financial, S.A.P.I. de C.V., SOFOM, E.N.R.",SOFOM ENR / Arrendadora,"Chihuahua, CHIH","$185,000,000 MXN",Tier Enterprise ($200k/m),Sistema Legado In-House,"Implementación lenta de competencia, cobro extra de conectores PLD/Buró",Sin Contactar (Outbound Cadence Día 1),CEO / Director General / Director de Operaciones,Media (85)
1016,"GBT Capital, S.A. de C.V., SOFOM, E.N.R.",SOFOM ENR / Arrendadora,"Tijuana, BCN","$195,000,000 MXN",Tier Startup ($20k/m),Excel + Software Contable,"Implementación lenta de competencia, cobro extra de conectores PLD/Buró",Sin Contactar (Outbound Cadence Día 1),CEO / Director General / Director de Operaciones,Media (85)
1017,"GDM3 Capital, S.A. de C.V., SOFOM, E.N.R.",SOFOM ENR / Arrendadora,CDMX,"$205,000,000 MXN",Tier Mid-Market ($42k/m),Mambu (Sin PLD Nativo),"Implementación lenta de competencia, cobro extra de conectores PLD/Buró",Sin Contactar (Outbound Cadence Día 1),CEO / Director General / Director de Operaciones,Media (85)
1018,"GEM Opticredit, S.A. de C.V., SOFOM, E.N.R.",SOFOM ENR / Arrendadora,"Monterrey, NL","$215,000,000 MXN",Tier Multi-producto ($83k/m),Softcrédito,"Implementación lenta de competencia, cobro extra de conectores PLD/Buró",Sin Contactar (Outbound Cadence Día 1),CEO / Director General / Director de Operaciones,Media (85)
1019,"GF Ebor, S.A.P.I. de C.V., SOFOM, E.N.R.",SOFOM ENR / Arrendadora,"Guadalajara, JAL","$225,000,000 MXN",Tier Enterprise ($200k/m),Ascendes,"Implementación lenta de competencia, cobro extra de conectores PLD/Buró",Sin Contactar (Outbound Cadence Día 1),CEO / Director General / Director de Operaciones,Media (85)
1020,"GFA Fomento del Bajío, S.A.P.I. de C.V., SOFOM E.N.R.",SOFOM ENR / Arrendadora,"Querétaro, QRO","$235,000,000 MXN",Tier Startup ($20k/m),DynamiCore,"Implementación lenta de competencia, cobro extra de conectores PLD/Buró",Sin Contactar (Outbound Cadence Día 1),CEO / Director General / Director de Operaciones,Media (85)
1021,"GFCM Comercial México, S.A. de C.V., SOFOM, E.N.R.",SOFOM ENR / Arrendadora,"León, GTO","$245,000,000 MXN",Tier Mid-Market ($42k/m),Sistema Legado In-House,"Implementación lenta de competencia, cobro extra de conectores PLD/Buró",Sin Contactar (Outbound Cadence Día 1),CEO / Director General / Director de Operaciones,Media (85)
1022,"GFI Apoyo, S.A. de C.V., SOFOM, E.N.R.",SOFOM ENR / Arrendadora,"Mérida, YUC","$255,000,000 MXN",Tier Multi-producto ($83k/m),Excel + Software Contable,"Implementación lenta de competencia, cobro extra de conectores PLD/Buró",Sin Contactar (Outbound Cadence Día 1),CEO / Director General / Director de Operaciones,Media (85)
1023,"GG FS México, S.A. de C.V., SOFOM, E.N.R.",SOFOM ENR / Arrendadora,"Puebla, PUE","$265,000,000 MXN",Tier Enterprise ($200k/m),Mambu (Sin PLD Nativo),"Implementación lenta de competencia, cobro extra de conectores PLD/Buró",Sin Contactar (Outbound Cadence Día 1),CEO / Director General / Director de Operaciones,Media (85)
1024,"GHWX 777, S.A.P.I. de C.V., SOFOM, E.N.R.",SOFOM ENR / Arrendadora,"Chihuahua, CHIH","$275,000,000 MXN",Tier Startup ($20k/m),Softcrédito,"Implementación lenta de competencia, cobro extra de conectores PLD/Buró",Sin Contactar (Outbound Cadence Día 1),CEO / Director General / Director de Operaciones,Media (85)
1025,"GI de Occidente, S.A. de C.V, SOFOM, E.N.R.",SOFOM ENR / Arrendadora,"Tijuana, BCN","$285,000,000 MXN",Tier Mid-Market ($42k/m),Ascendes,"Implementación lenta de competencia, cobro extra de conectores PLD/Buró",Sin Contactar (Outbound Cadence Día 1),CEO / Director General / Director de Operaciones,Media (85)
1026,"GICBC Financiera, S.A.P.I. de C.V., SOFOM, E.N.R.",SOFOM ENR / Arrendadora,CDMX,"$295,000,000 MXN",Tier Multi-producto ($83k/m),DynamiCore,"Implementación lenta de competencia, cobro extra de conectores PLD/Buró",Sin Contactar (Outbound Cadence Día 1),CEO / Director General / Director de Operaciones,Media (85)
1027,"GKFM, S.A.P.I. de C.V., SOFOM, E.N.R.",SOFOM ENR / Arrendadora,"Monterrey, NL","$305,000,000 MXN",Tier Enterprise ($200k/m),Sistema Legado In-House,"Implementación lenta de competencia, cobro extra de conectores PLD/Buró",Sin Contactar (Outbound Cadence Día 1),CEO / Director General / Director de Operaciones,Media (85)
1028,"GLN Gestión y Logística del Norte, S.A. de C.V., SOFOM, E.N.R.",SOFOM ENR / Arrendadora,"Guadalajara, JAL","$315,000,000 MXN",Tier Startup ($20k/m),Excel + Software Contable,"Implementación lenta de competencia, cobro extra de conectores PLD/Buró",Sin Contactar (Outbound Cadence Día 1),CEO / Director General / Director de Operaciones,Media (85)
1029,"GLSC Financiera Fincreer, S.A. de C.V., SOFOM, E.N.R.",SOFOM ENR / Arrendadora,"Querétaro, QRO","$325,000,000 MXN",Tier Mid-Market ($42k/m),Mambu (Sin PLD Nativo),"Implementación lenta de competencia, cobro extra de conectores PLD/Buró",Sin Contactar (Outbound Cadence Día 1),CEO / Director General / Director de Operaciones,Media (85)
1030,"GM Financial de México, S.A. de C.V., SOFOM, E.R.",SOFOM ENR / Arrendadora,"León, GTO","$335,000,000 MXN",Tier Multi-producto ($83k/m),Softcrédito,"Implementación lenta de competencia, cobro extra de conectores PLD/Buró",Sin Contactar (Outbound Cadence Día 1),CEO / Director General / Director de Operaciones,Media (85)
1031,"GM Multisoluciones, S.A. de C.V., SOFOM, E.N.R.",SOFOM ENR / Arrendadora,"Mérida, YUC","$345,000,000 MXN",Tier Enterprise ($200k/m),Ascendes,"Implementación lenta de competencia, cobro extra de conectores PLD/Buró",Sin Contactar (Outbound Cadence Día 1),CEO / Director General / Director de Operaciones,Media (85)
1032,"GMC Agrofin, S.A.P.I. de C.V., SOFOM, E.N.R.",SOFOM ENR / Arrendadora,"Puebla, PUE","$355,000,000 MXN",Tier Startup ($20k/m),DynamiCore,"Implementación lenta de competencia, cobro extra de conectores PLD/Buró",Sin Contactar (Outbound Cadence Día 1),CEO / Director General / Director de Operaciones,Media (85)
1033,"GO2ME, S.A.P.I. de C.V., SOFOM, E.N.R.",SOFOM ENR / Arrendadora,"Chihuahua, CHIH","$365,000,000 MXN",Tier Mid-Market ($42k/m),Sistema Legado In-House,"Implementación lenta de competencia, cobro extra de conectores PLD/Buró",Sin Contactar (Outbound Cadence Día 1),CEO / Director General / Director de Operaciones,Media (85)
1034,"GOVA Impulso Económico, S.A.P.I. de C.V., SOFOM, E.N.R.",SOFOM ENR / Arrendadora,"Tijuana, BCN","$375,000,000 MXN",Tier Multi-producto ($83k/m),Excel + Software Contable,"Implementación lenta de competencia, cobro extra de conectores PLD/Buró",Sin Contactar (Outbound Cadence Día 1),CEO / Director General / Director de Operaciones,Media (85)
1035,"GP Previsión y Valores, S.A.P.I. de C.V., SOFOM, E.N.R.",SOFOM ENR / Arrendadora,CDMX,"$385,000,000 MXN",Tier Enterprise ($200k/m),Mambu (Sin PLD Nativo),"Implementación lenta de competencia, cobro extra de conectores PLD/Buró",Sin Contactar (Outbound Cadence Día 1),CEO / Director General / Director de Operaciones,Media (85)
1036,"GZ Capital, S.A. de C.V., SOFOM, E.N.R.",SOFOM ENR / Arrendadora,"Monterrey, NL","$395,000,000 MXN",Tier Startup ($20k/m),Softcrédito,"Implementación lenta de competencia, cobro extra de conectores PLD/Buró",Sin Contactar (Outbound Cadence Día 1),CEO / Director General / Director de Operaciones,Media (85)
1037,"Gadeleon. S.A.P.I. de C.V., SOFOM, E.N.R.",SOFOM ENR / Arrendadora,"Guadalajara, JAL","$405,000,000 MXN",Tier Mid-Market ($42k/m),Ascendes,"Implementación lenta de competencia, cobro extra de conectores PLD/Buró",Sin Contactar (Outbound Cadence Día 1),CEO / Director General / Director de Operaciones,Media (85)
1038,"Gafival, S.A.P.I. de C.V., SOFOM, E.N.R.",SOFOM ENR / Arrendadora,"Querétaro, QRO","$415,000,000 MXN",Tier Multi-producto ($83k/m),DynamiCore,"Implementación lenta de competencia, cobro extra de conectores PLD/Buró",Sin Contactar (Outbound Cadence Día 1),CEO / Director General / Director de Operaciones,Media (85)
1039,"Gahr We Capital, S.A.P.I. de C.V., SOFOM, E.N.R.",SOFOM ENR / Arrendadora,"León, GTO","$425,000,000 MXN",Tier Enterprise ($200k/m),Sistema Legado In-House,"Implementación lenta de competencia, cobro extra de conectores PLD/Buró",Sin Contactar (Outbound Cadence Día 1),CEO / Director General / Director de Operaciones,Media (85)
1040,"Galaxtecnia, S.A. de C.V., SOFOM, E.N.R.",SOFOM ENR / Arrendadora,"Mérida, YUC","$35,000,000 MXN",Tier Startup ($20k/m),Excel + Software Contable,"Implementación lenta de competencia, cobro extra de conectores PLD/Buró",Sin Contactar (Outbound Cadence Día 1),CEO / Director General / Director de Operaciones,Media (85)
1041,"Ganacierto, S.A.P.I. de C.V., SOFOM, E.N.R.",SOFOM ENR / Arrendadora,"Puebla, PUE","$45,000,000 MXN",Tier Mid-Market ($42k/m),Mambu (Sin PLD Nativo),"Implementación lenta de competencia, cobro extra de conectores PLD/Buró",Sin Contactar (Outbound Cadence Día 1),CEO / Director General / Director de Operaciones,Media (85)
1042,"Ganancia Confiable, S.A.P.I. de C.V., SOFOM, E.N.R.",SOFOM ENR / Arrendadora,"Chihuahua, CHIH","$55,000,000 MXN",Tier Multi-producto ($83k/m),Softcrédito,"Implementación lenta de competencia, cobro extra de conectores PLD/Buró",Sin Contactar (Outbound Cadence Día 1),CEO / Director General / Director de Operaciones,Media (85)
1043,"Garantiza tu Futuro, S.A.P.I. de C.V., SOFOM, E.N.R.",SOFOM ENR / Arrendadora,"Tijuana, BCN","$65,000,000 MXN",Tier Enterprise ($200k/m),Ascendes,"Implementación lenta de competencia, cobro extra de conectores PLD/Buró",Sin Contactar (Outbound Cadence Día 1),CEO / Director General / Director de Operaciones,Media (85)
1044,"Garantía Fiduciaria Mexicana, S.A. de C.V., SOFOM, E.N.R.",SOFOM ENR / Arrendadora,CDMX,"$75,000,000 MXN",Tier Startup ($20k/m),DynamiCore,"Implementación lenta de competencia, cobro extra de conectores PLD/Buró",Sin Contactar (Outbound Cadence Día 1),CEO / Director General / Director de Operaciones,Media (85)
1045,"Garbo GSA México, S.A.P.I. de C.V., SOFOM, E.N.R.",SOFOM ENR / Arrendadora,"Monterrey, NL","$85,000,000 MXN",Tier Mid-Market ($42k/m),Sistema Legado In-House,"Implementación lenta de competencia, cobro extra de conectores PLD/Buró",Sin Contactar (Outbound Cadence Día 1),CEO / Director General / Director de Operaciones,Media (85)
1046,"García Cruz Servicios, S.A. de C.V., SOFOM, E.N.R.",SOFOM ENR / Arrendadora,"Guadalajara, JAL","$95,000,000 MXN",Tier Multi-producto ($83k/m),Excel + Software Contable,"Implementación lenta de competencia, cobro extra de conectores PLD/Buró",Sin Contactar (Outbound Cadence Día 1),CEO / Director General / Director de Operaciones,Media (85)
1047,"Gasbel Financiera, S.A. de C.V., SOFOM, E.N.R.",SOFOM ENR / Arrendadora,"Querétaro, QRO","$105,000,000 MXN",Tier Enterprise ($200k/m),Mambu (Sin PLD Nativo),"Implementación lenta de competencia, cobro extra de conectores PLD/Buró",Sin Contactar (Outbound Cadence Día 1),CEO / Director General / Director de Operaciones,Media (85)
1048,"Gemini Capital, S.A. de C.V., SOFOM, E.N.R.",SOFOM ENR / Arrendadora,"León, GTO","$115,000,000 MXN",Tier Startup ($20k/m),Softcrédito,"Implementación lenta de competencia, cobro extra de conectores PLD/Buró",Sin Contactar (Outbound Cadence Día 1),CEO / Director General / Director de Operaciones,Media (85)
1049,"Generando RLQ, S.A. de C.V., SOFOM, E.N.R.",SOFOM ENR / Arrendadora,"Mérida, YUC","$125,000,000 MXN",Tier Mid-Market ($42k/m),Ascendes,"Implementación lenta de competencia, cobro extra de conectores PLD/Buró",Sin Contactar (Outbound Cadence Día 1),CEO / Director General / Director de Operaciones,Media (85)
1050,"Gestiona Capital Soluciones, S.A.P.I. de C.V., SOFOM, E.N.R.",SOFOM ENR / Arrendadora,"Puebla, PUE","$135,000,000 MXN",Tier Multi-producto ($83k/m),DynamiCore,"Implementación lenta de competencia, cobro extra de conectores PLD/Buró",Sin Contactar (Outbound Cadence Día 1),CEO / Director General / Director de Operaciones,Media (85)
1051,"Gestión de Activos, S.A. de C.V., SOFOM, E.N.R.",SOFOM ENR / Arrendadora,"Chihuahua, CHIH","$145,000,000 MXN",Tier Enterprise ($200k/m),Sistema Legado In-House,"Implementación lenta de competencia, cobro extra de conectores PLD/Buró",Sin Contactar (Outbound Cadence Día 1),CEO / Director General / Director de Operaciones,Media (85)
1052,"Gestión y Servicios Armalod, S.A.P.I. de C.V., SOFOM, E.N.R.",SOFOM ENR / Arrendadora,"Tijuana, BCN","$155,000,000 MXN",Tier Startup ($20k/m),Excel + Software Contable,"Implementación lenta de competencia, cobro extra de conectores PLD/Buró",Sin Contactar (Outbound Cadence Día 1),CEO / Director General / Director de Operaciones,Media (85)
1053,"Ghil Bajío, S.A. de C.V., SOFOM, E.N.R.",SOFOM ENR / Arrendadora,CDMX,"$165,000,000 MXN",Tier Mid-Market ($42k/m),Mambu (Sin PLD Nativo),"Implementación lenta de competencia, cobro extra de conectores PLD/Buró",Sin Contactar (Outbound Cadence Día 1),CEO / Director General / Director de Operaciones,Media (85)
1054,"Gifom, S.A. de C.V., SOFOM, E.N.R.",SOFOM ENR / Arrendadora,"Monterrey, NL","$175,000,000 MXN",Tier Multi-producto ($83k/m),Softcrédito,"Implementación lenta de competencia, cobro extra de conectores PLD/Buró",Sin Contactar (Outbound Cadence Día 1),CEO / Director General / Director de Operaciones,Media (85)
1055,"Gifsa Sociedad Financiera de Objeto Múltiple E.N.R., S.A. de C.V.",SOFOM ENR / Arrendadora,"Guadalajara, JAL","$185,000,000 MXN",Tier Enterprise ($200k/m),Ascendes,"Implementación lenta de competencia, cobro extra de conectores PLD/Buró",Sin Contactar (Outbound Cadence Día 1),CEO / Director General / Director de Operaciones,Media (85)
1056,"Glass International OISPV, S.A.P.I. de C.V., SOFOM, E.N.R.",SOFOM ENR / Arrendadora,"Querétaro, QRO","$195,000,000 MXN",Tier Startup ($20k/m),DynamiCore,"Implementación lenta de competencia, cobro extra de conectores PLD/Buró",Sin Contactar (Outbound Cadence Día 1),CEO / Director General / Director de Operaciones,Media (85)
1057,"Global Currency Market, S.A.P.I. de C.V., SOFOM, E.N.R",SOFOM ENR / Arrendadora,"León, GTO","$205,000,000 MXN",Tier Mid-Market ($42k/m),Sistema Legado In-House,"Implementación lenta de competencia, cobro extra de conectores PLD/Buró",Sin Contactar (Outbound Cadence Día 1),CEO / Director General / Director de Operaciones,Media (85)
1058,"Global Financial Solution GFSK, S.A. de C.V., SOFOM, E.N.R.",SOFOM ENR / Arrendadora,"Mérida, YUC","$215,000,000 MXN",Tier Multi-producto ($83k/m),Excel + Software Contable,"Implementación lenta de competencia, cobro extra de conectores PLD/Buró",Sin Contactar (Outbound Cadence Día 1),CEO / Director General / Director de Operaciones,Media (85)
1059,"Global Lending Corporation GLC, S.A. de C.V., SOFOM, E.N.R.",SOFOM ENR / Arrendadora,"Puebla, PUE","$225,000,000 MXN",Tier Enterprise ($200k/m),Mambu (Sin PLD Nativo),"Implementación lenta de competencia, cobro extra de conectores PLD/Buró",Sin Contactar (Outbound Cadence Día 1),CEO / Director General / Director de Operaciones,Media (85)
